Call-Data-Record-ID	Service-Type	Timestamp	Duration	MSISDN-A	MSISDN-B	TXBytes
5941	V	07.04.2016 10:17	92	4917100000372	499311307	
5942	D	04.05.2016 07:38	81	4917100000100		3506976
5943	S	01.06.2016 23:02		4917100000307	4917100000018	
5944	D	19.05.2016 07:19	1790	4917100000221		29325570
5945	V	06.06.2016 00:27	71	4917100000138	4917100000259	
5946	D	06.06.2016 05:41	2483	4917100000312		2175108
5947	S	02.03.2016 10:18		4917100000127	4917100000171	
5948	D	20.06.2016 12:47	74	4917100000353		2972432
5949	S	29.06.2016 06:25		4917100000031	4917100000031	
5950	V	12.05.2016 16:05	3011	4917100000224	4917100000139	
5951	V	19.06.2016 08:39	1988	4917100000063	4917100000242	
5952	V	12.04.2016 23:03	119	4917100000370	4917100000213	
5953	S	18.03.2016 17:41		4917100000251	4917100000262	
5954	V	20.06.2016 14:57	112	4917100000055	4917100000064	
5955	D	08.04.2016 21:20	23	4917100000383		345023
5956	S	20.06.2016 02:52		4917100000343	4917100000250	
5957	V	08.05.2016 00:33	1856	4917100000019	491601111129	
5958	V	15.06.2016 01:49	21	4917100000082	491601111141	
5959	S	21.06.2016 08:41		4917100000345	4917100000369	
5960	V	13.05.2016 12:54	339	4917100000015	499311219	
5961	S	07.06.2016 03:51		4917100000028	4917100000343	
5962	V	27.06.2016 03:06	62	4917100000253	4917100000115	
5963	V	29.06.2016 15:40	37	4917100000352	499311126	
5964	V	11.06.2016 07:10	2615	4917100000072	499311259	
5965	V	01.06.2016 07:56	306	4917100000276	4917100000334	
5966	S	14.05.2016 02:15		4917100000178	4917100000366	
5967	D	05.04.2016 10:19	105	4917100000308		2206470
5968	S	02.06.2016 19:33		4917100000108	4917100000264	
5969	S	16.06.2016 03:19		4917100000327	4917100000254	
5970	V	22.05.2016 04:41	43	4917100000104	4917100000328	
5971	D	14.06.2016 15:41	98	4917100000017		4685086
5972	V	26.05.2016 09:31	69	4917100000226	4917100000359	
5973	S	28.06.2016 11:56		4917100000270	4917100000123	
5974	D	01.04.2016 05:32	107	4917100000122		7701539
5975	V	08.05.2016 20:39	1163	4917100000134	499311129	
5976	V	25.06.2016 13:00	16	4917100000135	499311295	
5977	V	15.06.2016 10:09	14	4917100000195	491601111130	
5978	S	13.06.2016 06:09		4917100000146	4917100000313	
5979	D	03.03.2016 13:18	2670	4917100000047		57845550
5980	V	26.04.2016 14:51	103	4917100000341	491601111151	
5981	S	29.06.2016 15:26		4917100000223	4917100000310	
5982	S	04.06.2016 21:35		4917100000382	4917100000333	
5983	D	01.04.2016 14:16	3143	4917100000177		105450793
5984	D	12.06.2016 04:13	100	4917100000254		3597600
5985	D	22.06.2016 04:51	50	4917100000206		2131950
5986	D	11.06.2016 21:25	99	4917100000215		1745370
5987	V	13.06.2016 21:35	1284	4917100000158	499311200	
5988	S	06.03.2016 20:22		4917100000230	4917100000311	
5989	S	28.05.2016 00:28		4917100000102	4917100000334	
5990	V	19.03.2016 21:06	14	4917100000168	491601111134	
5991	V	12.05.2016 00:06	46	4917100000172	499311227	
5992	D	11.06.2016 22:59	97	4917100000172		4325036
5993	D	05.06.2016 09:38	844	4917100000065		38201128
5994	V	28.06.2016 06:30	342	4917100000012	491601111169	
5995	V	06.04.2016 22:49	50	4917100000106	491601111174	
5996	V	22.06.2016 07:41	2989	4917100000004	4917100000026	
5997	S	13.06.2016 00:10		4917100000127	4917100000009	
5998	S	20.06.2016 14:59		4917100000330	4917100000243	
5999	D	27.04.2016 12:24	77	4917100000251		3306996
6000	S	07.05.2016 10:42		4917100000187	4917100000177	
6001	S	19.06.2016 04:23		4917100000241	4917100000310	
6002	D	16.06.2016 13:23	2593	4917100000213		213393528
6003	D	03.02.2016 05:25	17	4917100000076		821117
6004	S	14.06.2016 12:22		4917100000205	4917100000053	
6005	S	03.06.2016 06:13		4917100000351	4917100000034	
6006	D	01.06.2016 10:39	342	4917100000175		9780516
6007	V	17.06.2016 19:11	80	4917100000241	499311308	
6008	V	18.06.2016 08:23	70	4917100000250	499311180	
6009	V	10.05.2016 19:12	1251	4917100000351	499311239	
6010	V	17.05.2016 15:14	54	4917100000196	491601111116	
6011	D	19.05.2016 02:21	3121	4917100000267		118235964
6012	V	11.06.2016 06:48	180	4917100000020	491601111148	
6013	V	10.05.2016 17:45	49	4917100000322	4917100000059	
6014	S	04.05.2016 22:11		4917100000266	4917100000192	
6015	D	17.06.2016 21:09	121	4917100000036		8912255
6016	S	07.06.2016 02:57		4917100000206	4917100000039	
6017	D	07.06.2016 21:30	510	4917100000039		15343860
6018	S	21.06.2016 03:53		4917100000242	4917100000346	
6019	D	10.05.2016 14:09	357	4917100000191		32527341
6020	V	04.06.2016 03:11	1306	4917100000386	4917100000292	
6021	S	28.06.2016 18:52		4917100000113	4917100000181	
6022	V	24.04.2016 21:27	513	4917100000201	4917100000284	
6023	D	27.06.2016 22:44	107	4917100000055		302810
6024	D	10.05.2016 08:04	27	4917100000248		2408076
6025	D	26.02.2016 12:50	3704	4917100000370		146682104
6026	V	10.06.2016 12:33	31	4917100000324	4917100000315	
6027	D	21.03.2016 14:43	75	4917100000004		5075175
6028	D	28.02.2016 19:49	105	4917100000151		8830500
6029	D	24.05.2016 07:00	219	4917100000009		8912643
6030	V	17.04.2016 00:53	103	4917100000011	499311175	
6031	S	19.05.2016 17:08		4917100000200	4917100000045	
6032	D	27.05.2016 22:03	246	4917100000014		6519246
6033	S	28.06.2016 02:05		4917100000084	4917100000282	
6034	D	20.04.2016 07:12	55	4917100000082		608025
6035	V	18.04.2016 05:32	46	4917100000035	4917100000094	
6036	D	14.06.2016 19:59	2219	4917100000056		120476167
6037	V	23.05.2016 03:59	2912	4917100000219	4917100000005	
6038	D	05.03.2016 11:49	77	4917100000265		7564326
6039	D	19.06.2016 18:59	29	4917100000366		310329
6040	D	21.06.2016 19:24	159	4917100000210		3746517
6041	V	19.06.2016 09:50	3297	4917100000190	491601111124	
6042	S	10.06.2016 11:32		4917100000208	4917100000052	
6043	S	08.06.2016 15:03		4917100000353	4917100000009	
6044	D	15.04.2016 13:36	189	4917100000383		2240973
6045	D	12.05.2016 13:54	844	4917100000039		32532824
6046	D	25.06.2016 13:54	26	4917100000180		1162980
6047	D	07.05.2016 17:09	570	4917100000307		23723400
6048	S	06.06.2016 07:39		4917100000231	4917100000096	
6049	S	03.06.2016 10:40		4917100000341	4917100000294	
6050	V	29.04.2016 03:08	115	4917100000198	4917100000300	
6051	D	03.04.2016 09:22	26	4917100000014		2296138
6052	S	13.04.2016 04:00		4917100000243	4917100000070	
6053	S	05.04.2016 04:28		4917100000265	4917100000133	
6054	S	11.06.2016 12:52		4917100000366	4917100000340	
6055	V	03.05.2016 10:10	94	4917100000148	499311120	
6056	V	12.06.2016 07:53	2835	4917100000356	4917100000116	
6057	S	23.03.2016 04:54		4917100000190	4917100000299	
6058	V	04.06.2016 17:14	112	4917100000092	4917100000242	
6059	D	26.04.2016 03:18	40	4917100000260		2569480
6060	D	08.05.2016 16:12	528	4917100000023		10542048
6061	V	27.03.2016 13:48	3561	4917100000345	499311195	
6062	S	03.03.2016 16:58		4917100000121	4917100000321	
6063	D	10.06.2016 00:50	121	4917100000255		7485181
6064	S	12.06.2016 04:27		4917100000382	4917100000280	
6065	V	23.04.2016 07:06	89	4917100000262	499311249	
6066	V	18.05.2016 12:59	2010	4917100000225	900467651	
6067	V	11.04.2016 08:20	17	4917100000240	4917099999992	
6068	D	22.06.2016 19:14	2472	4917100000303		95283240
6069	D	05.05.2016 17:00	2626	4917100000094		93081196
6070	S	01.05.2016 22:44		4917100000183	4917100000287	
6071	S	04.04.2016 19:02		4917100000045	4917100000103	
6072	V	01.05.2016 00:05	1251	4917100000063	4917100000196	
6073	D	27.06.2016 04:40	399	4917100000195		39729228
6074	V	08.05.2016 19:28	41	4917100000377	4917100000150	
6075	S	29.03.2016 21:30		4917100000040	4917100000232	
6076	D	05.05.2016 20:55	95	4917100000315		8906725
6077	D	09.04.2016 18:41	2527	4917100000376		27213263
6078	D	09.06.2016 08:08	3077	4917100000123		129981711
6079	V	18.06.2016 12:50	26	4917100000015	4917100000193	
6080	D	23.06.2016 16:53	68	4917100000083		6358136
6081	S	01.06.2016 22:48		4917100000158	4917100000367	
6082	S	27.06.2016 00:55		4917100000202	4917100000159	
6083	S	02.05.2016 21:08		4917100000128	4917100000043	
6084	S	08.05.2016 13:24		4917100000280	4917100000320	
6085	V	02.03.2016 19:02	1801	4917100000093	4917100000315	
6086	S	13.06.2016 10:30		4917100000367	4917100000124	
6087	D	29.05.2016 17:53	222	4917100000203		13518468
6088	D	02.03.2016 22:56	2230	4917100000242		161889080
6089	S	11.05.2016 00:37		4917100000071	4917100000357	
6090	S	19.06.2016 08:14		4917100000268	4917100000306	
6091	V	23.06.2016 23:31	77	4917100000080	499311157	
6092	S	29.06.2016 02:42		4917100000164	4917100000185	
6093	D	26.06.2016 03:46	234	4917100000245		8886150
6094	S	27.05.2016 05:12		4917100000175	4917100000175	
6095	D	11.06.2016 00:47	26	4917100000147		308204
6096	D	04.06.2016 08:14	255	4917100000188		3550620
6097	S	05.03.2016 09:44		4917100000264	4917100000144	
6098	S	18.06.2016 01:11		4917100000199	4917100000304	
6099	D	26.05.2016 09:07	85	4917100000203		2637125
6100	D	20.06.2016 15:02	2857	4917100000257		159417743
6101	V	01.05.2016 00:45	168	4917100000260	499311193	
6102	V	01.06.2016 00:59	2307	4917100000226	499311258	
6103	S	05.06.2016 01:48		4917100000120	4917100000239	
6104	V	16.05.2016 17:21	312	4917100000230	4917100000222	
6105	V	29.06.2016 15:29	1185	4917100000204	4917100000265	
6106	V	25.06.2016 06:36	3000	4917100000116	499311158	
6107	V	06.06.2016 12:14	63	4917100000360	4917100000132	
6108	S	13.04.2016 07:11		4917100000130	4917100000280	
6109	V	14.06.2016 18:18	18	4917100000091	499311129	
6110	S	17.04.2016 00:52		4917100000157	4917100000305	
6111	S	13.06.2016 15:28		4917100000287	4917100000311	
6112	S	16.06.2016 18:40		4917100000060	4917100000223	
6113	V	07.03.2016 19:45	1504	4917100000197	4917100000094	
6114	V	25.06.2016 16:06	33	4917100000204	499311167	
6115	D	27.06.2016 05:24	2549	4917100000254		229037846
6116	V	06.03.2016 23:46	50	4917100000371	499311317	
6117	S	22.05.2016 08:04		4917100000124	4917100000246	
6118	S	10.05.2016 23:24		4917100000331	4917100000068	
6119	D	10.06.2016 11:16	3528	4917100000104		269041752
6120	S	19.05.2016 01:31		4917100000310	4917100000285	
6121	S	03.06.2016 09:10		4917100000086	4917100000169	
6122	V	25.03.2016 17:57	1218	4917100000264	4917100000246	
6123	S	12.06.2016 06:27		4917100000175	4917100000264	
6124	D	18.05.2016 07:16	483	4917100000201		13247241
6125	S	01.06.2016 09:42		4917100000319	4917100000325	
6126	S	24.06.2016 22:16		4917100000370	4917100000227	
6127	V	27.06.2016 06:36	103	4917099999994	491601111200	
6128	D	03.04.2016 12:49	70	4917100000234		4623080
6129	D	01.04.2016 09:44	67	4917100000383		5063927
6130	S	26.05.2016 20:22		4917100000009	4917100000298	
6131	D	24.06.2016 18:26	14	4917100000105		1001966
6132	D	13.05.2016 00:06	336	4917100000285		31073952
6133	D	01.06.2016 19:40	2560	4917100000055		37624320
6134	D	14.04.2016 14:24	450	4917100000212		10921950
6135	S	23.06.2016 16:16		4917100000042	4917100000100	
6136	D	02.05.2016 03:49	1471	4917100000215		132957806
6137	S	18.05.2016 15:12		4917100000310	4917100000286	
6138	V	19.04.2016 00:05	1262	4917100000106	499311239	
6139	V	26.06.2016 17:29	2494	4917100000116	4917100000153	
6140	S	12.06.2016 14:53		4917100000163	4917100000344	
6141	D	19.03.2016 17:05	2153	4917100000278		51926054
6142	D	02.05.2016 13:37	40	4917100000264		1056800
6143	S	04.06.2016 07:29		4917100000180	4917100000105	
6144	V	14.04.2016 13:08	66	4917100000080	499311316	
6145	V	01.04.2016 08:48	46	4917100000207	4917100000241	
6146	V	28.06.2016 12:26	231	4917100000252	4917100000364	
6147	D	07.04.2016 12:30	105	4917100000200		10471755
6148	S	15.06.2016 23:50		4917100000010	4917100000062	
6149	S	27.05.2016 09:22		4917100000018	4917100000262	
6150	S	04.06.2016 11:58		4917100000260	4917100000012	
6151	S	15.06.2016 20:29		4917100000125	4917100000025	
6152	S	23.06.2016 00:48		4917100000378	4917100000341	
6153	V	17.06.2016 11:28	618	4917100000351	499311287	
6154	S	10.05.2016 19:47		4917100000042	4917100000177	
6155	D	12.06.2016 18:59	1317	4917100000386		94970187
6156	D	21.06.2016 06:30	555	4917100000304		5925735
6157	D	16.06.2016 20:20	55	4917100000235		4059330
6158	D	11.03.2016 17:00	29	4917100000071		596936
6159	V	23.06.2016 03:49	118	4917100000103	491601111182	
6160	S	28.04.2016 14:47		4917100000006	4917100000231	
6161	S	24.03.2016 05:12		4917100000161	4917100000032	
6162	V	01.06.2016 23:21	115	4917100000352	499311270	
6163	D	29.05.2016 05:54	63	4917100000325		686763
6164	S	06.06.2016 03:58		4917100000384	4917100000038	
6165	D	27.06.2016 17:28	471	4917100000115		22497786
6166	S	25.05.2016 12:24		4917100000016	4917100000261	
6167	V	13.05.2016 02:17	17	4917100000274	4917100000011	
6168	D	21.05.2016 17:02	116	4917100000368		11129504
6169	D	16.05.2016 18:46	124	4917100000144		3378628
6170	S	08.05.2016 03:05		4917100000197	4917100000335	
6171	D	19.06.2016 02:13	68	4917100000012		340476
6172	V	12.06.2016 13:13	68	4917100000097	4917100000103	
6173	D	10.06.2016 01:51	29	4917100000193		209293
6174	S	16.06.2016 06:56		4917100000010	4917100000087	
6175	V	11.06.2016 16:44	52	4917100000385	4917100000294	
6176	V	26.05.2016 21:29	18	4917100000355	4917100000032	
6177	V	12.06.2016 04:49	79	4917100000056	491601111123	
6178	D	09.05.2016 18:31	2032	4917100000271		142485872
6179	D	18.04.2016 17:41	44	4917100000035		2844644
6180	D	09.05.2016 09:56	1306	4917100000114		77136278
6181	D	10.06.2016 03:33	59	4917100000263		1973550
6182	V	17.06.2016 07:01	37	4917100000222	4917100000206	
6183	V	19.06.2016 11:35	12	4917100000311	4917100000226	
6184	D	02.06.2016 04:35	89	4917100000165		6788297
6185	D	12.04.2016 01:31	40	4917100000131		3111680
6186	D	15.06.2016 08:50	111	4917100000027		4529466
6187	S	19.04.2016 07:52		4917100000324	4917100000136	
6188	D	22.06.2016 17:44	3187	4917100000191		115423579
6189	D	15.06.2016 17:04	1427	4917100000214		56004042
6190	D	23.04.2016 15:56	1779	4917100000109		98522799
6191	D	08.04.2016 09:19	42	4917100000028		3988782
6192	V	14.05.2016 05:56	1922	4917100000013	4917100000002	
6193	D	28.03.2016 18:13	56	4917100000088		778064
6194	V	11.06.2016 20:52	37	4917100000041	4917100000171	
6195	D	13.06.2016 09:34	11	4917100000270		12089
6196	V	12.06.2016 22:47	615	4917100000146	4917100000082	
6197	D	02.04.2016 09:35	43	4917100000272		2052390
6198	D	12.06.2016 02:20	109	4917100000216		10285894
6199	S	19.05.2016 19:28		4917100000139	4917100000244	
6200	S	08.02.2016 10:12		4917100000166	4917100000208	
6201	D	11.06.2016 16:48	89	4917100000010		520116
6202	V	29.06.2016 00:53	123	4917100000191	491601111154	
6203	D	04.04.2016 18:14	624	4917100000324		39177840
6204	V	25.05.2016 20:00	94	4917100000276	4917100000096	
6205	D	08.06.2016 09:57	2945	4917100000263		209109725
6206	D	12.04.2016 08:43	66	4917100000287		4917462
6207	S	20.05.2016 10:29		4917100000109	4917100000257	
6208	D	06.06.2016 09:53	800	4917100000133		53280000
6209	S	29.06.2016 19:52		4917100000142	4917100000264	
6210	D	25.05.2016 09:15	3418	4917100000238		269434104
6211	S	27.06.2016 20:22		4917100000074	4917100000362	
6212	D	15.04.2016 00:58	249	4917100000052		4896087
6213	S	10.06.2016 19:03		4917100000203	4917100000057	
6214	S	12.06.2016 21:02		4917100000218	4917100000115	
6215	S	16.02.2016 10:34		4917100000030	4917100000127	
6216	S	11.06.2016 22:37		4917100000155	4917100000277	
6217	V	22.06.2016 22:52	1108	4917100000046	499311230	
6218	S	29.03.2016 10:45		4917100000246	4917100000362	
6219	D	23.06.2016 10:33	2362	4917100000225		18874742
6220	S	26.05.2016 21:17		4917100000220	4917100000091	
6221	V	02.02.2016 10:09	100	4917100000346	491601111197	
6222	D	09.06.2016 08:45	15	4917100000382		701055
6223	S	20.06.2016 00:18		4917100000231	4917100000214	
6224	S	29.05.2016 19:16		4917100000063	4917100000158	
6225	D	23.06.2016 14:12	67	4917100000377		1213571
6226	V	07.06.2016 08:37	96	4917100000171	499311272	
6227	S	17.06.2016 08:53		4917100000360	4917100000268	
6228	V	13.05.2016 23:57	135	4917099999994	4917100000229	
6229	D	05.03.2016 12:26	1042	4917100000117		12458152
6230	V	02.05.2016 00:53	2417	4917100000050	499311202	
6231	D	23.06.2016 00:43	2087	4917100000388		34621243
6232	D	07.06.2016 03:09	513	4917100000093		25940358
6233	S	01.06.2016 04:45		4917100000166	4917100000024	
6234	V	20.05.2016 18:57	40	4917100000094	4917100000008	
6235	D	18.06.2016 23:57	2879	4917100000243		162461970
6236	D	22.04.2016 09:00	105	4917100000161		8267490
6237	V	19.06.2016 12:36	2098	4917100000176	499311134	
6238	V	25.06.2016 05:44	78	4917100000291	499311155	
6239	D	29.06.2016 23:13	104	4917100000046		4086992
6240	D	02.05.2016 02:39	186	4917100000061		6552594
6241	D	06.06.2016 04:11	24	4917100000222		1194888
6242	V	24.05.2016 21:00	70	4917100000217	499311236	
6243	S	18.05.2016 19:21		4917100000261	4917100000287	
6244	S	15.04.2016 23:29		4917100000108	4917100000253	
6245	V	16.05.2016 07:39	17	4917100000226	4917100000164	
6246	D	15.05.2016 06:51	76	4917100000226		1424620
6247	S	09.05.2016 15:35		4917100000387	4917100000071	
6248	D	23.02.2016 18:09	1922	4917100000249		17405632
6249	D	02.06.2016 16:36	63	4917100000209		6166314
6250	V	14.04.2016 16:12	3462	4917100000082	4917100000075	
6251	S	28.06.2016 13:03		4917100000256	4917100000287	
6252	S	02.05.2016 23:52		4917100000038	4917100000056	
6253	D	02.06.2016 09:06	258	4917100000273		1216470
6254	V	17.05.2016 13:09	84	4917100000370	4917100000007	
6255	D	07.05.2016 10:43	1977	4917100000059		13823184
6256	D	17.03.2016 00:58	3462	4917100000337		262229190
6257	S	28.02.2016 19:29		4917100000379	4917100000321	
6258	D	29.05.2016 03:30	312	4917100000096		10705344
6259	S	11.06.2016 17:48		4917100000106	4917100000262	
6260	S	08.05.2016 05:40		4917100000299	4917100000242	
6261	S	05.04.2016 22:14		4917100000384	4917100000258	
6262	V	27.04.2016 01:21	2967	4917100000137	4917100000075	
6263	S	05.04.2016 04:37		4917100000193	4917100000010	
6264	D	12.05.2016 10:01	37	4917100000205		3660151
6265	S	15.06.2016 03:04		4917100000367	4917100000208	
6266	V	13.06.2016 12:41	59	4917100000289	491601111135	
6267	D	17.06.2016 08:59	71	4917100000164		5721819
6268	D	29.04.2016 02:35	1691	4917100000212		65169449
6269	V	22.06.2016 19:30	258	4917100000023	4917100000086	
6270	V	25.06.2016 06:26	29	4917100000030	491601111129	
6271	S	25.06.2016 02:44		4917100000176	4917100000205	
6272	V	15.03.2016 08:31	456	4917100000350	499311244	
6273	V	17.06.2016 14:51	399	4917100000293	4917100000011	
6274	D	27.06.2016 20:58	2560	4917100000171		7759360
6275	S	01.04.2016 16:49		4917100000297	4917100000263	
6276	D	05.05.2016 17:01	121	4917100000064		970057
6277	V	17.06.2016 04:30	37	4917100000002	491601111172	
6278	V	27.04.2016 17:56	80	4917100000201	499311230	
6279	S	11.06.2016 00:27		4917100000257	4917100000148	
6280	V	01.03.2016 13:15	552	4917100000200	4917100000291	
6281	V	22.05.2016 20:37	121	4917100000130	4917100000353	
6282	V	07.06.2016 14:12	34	4917100000223	4917100000013	
6283	D	26.06.2016 08:28	1273	4917100000348		55343675
6284	D	03.06.2016 22:36	264	4917100000069		26210448
6285	S	01.06.2016 02:42		4917100000226	4917100000069	
6286	V	02.06.2016 20:16	89	4917100000277	499311177	
6287	S	14.06.2016 13:01		4917100000009	4917100000325	
6288	S	12.02.2016 22:56		4917100000224	4917100000355	
6289	V	25.04.2016 05:52	414	4917100000304	499311269	
6290	S	10.06.2016 19:15		4917100000100	4917100000297	
6291	D	21.03.2016 10:57	204	4917100000093		12879948
6292	V	21.06.2016 22:18	2065	4917100000042	4917100000272	
6293	D	05.04.2016 14:09	690	4917100000080		19177860
6294	D	26.06.2016 23:25	701	4917100000097		66065044
6295	V	27.03.2016 11:55	3462	4917100000284	499311158	
6296	D	11.04.2016 18:08	41	4917100000246		482980
6297	D	26.04.2016 07:49	18	4917100000029		229140
6298	D	12.06.2016 17:42	2362	4917100000250		216470214
6299	D	10.06.2016 01:21	36	4917100000335		3039300
6300	D	05.02.2016 11:11	3616	4917100000131		217574720
6301	V	18.06.2016 12:15	734	4917100000015	499311233	
6302	S	04.05.2016 09:03		4917100000140	4917100000152	
6303	V	22.06.2016 14:45	70	4917100000140	4917100000263	
6304	D	10.06.2016 04:15	3484	4917100000220		62861812
6305	S	10.05.2016 13:04		4917100000079	4917100000262	
6306	S	26.04.2016 07:53		4917100000346	4917100000259	
6307	D	14.04.2016 18:49	23	4917100000244		1967765
6308	S	28.06.2016 06:29		4917100000267	4917100000039	
6309	D	09.04.2016 23:51	44	4917100000189		2596440
6310	S	16.06.2016 16:58		4917100000003	4917100000351	
6311	V	26.02.2016 15:35	31	4917100000049	4917100000070	
6312	V	02.06.2016 10:43	88	4917100000084	491601111155	
6313	V	28.04.2016 12:32	2681	4917100000142	4917100000160	
6314	V	17.06.2016 07:31	104	4917100000378	499311257	
6315	V	14.04.2016 10:33	390	4917100000202	499311179	
6316	V	27.06.2016 20:57	124	4917100000176	4917100000169	
6317	V	28.06.2016 23:41	1911	4917100000165	4917100000300	
6318	V	21.06.2016 12:36	14	4917100000256	4917100000241	
6319	D	20.06.2016 12:32	62	4917100000336		38874
6320	D	03.06.2016 04:58	86	4917100000165		7309398
6321	D	29.06.2016 01:55	330	4917100000271		24557940
6322	D	07.06.2016 00:12	72	4917100000303		4119336
6323	V	17.04.2016 23:32	91	4917100000323	491601111140	
6324	D	24.06.2016 00:09	219	4917100000327		4524102
6325	D	28.06.2016 23:31	46	4917100000256		960664
6326	S	11.06.2016 09:28		4917100000347	4917100000002	
6327	V	02.06.2016 04:39	1207	4917100000303	4917100000008	
6328	D	07.04.2016 10:23	171	4917100000111		7106076
6329	V	25.03.2016 12:06	118	4917100000006	4917100000085	
6330	S	22.04.2016 05:03		4917100000080	4917100000271	
6331	S	07.04.2016 21:24		4917100000316	4917100000084	
6332	V	27.04.2016 14:48	55	4917100000149	4917100000203	
6333	D	01.06.2016 05:33	3319	4917100000388		15503049
6334	S	02.06.2016 04:17		4917100000377	4917100000229	
6335	S	19.02.2016 16:16		4917100000085	4917100000335	
6336	D	18.05.2016 23:31	1141	4917100000340		96117840
6337	D	22.06.2016 17:00	3407	4917100000058		130532391
6338	D	07.06.2016 11:31	28	4917100000138		865060
6339	V	14.06.2016 18:15	54	4917100000257	4917100000076	
6340	V	11.03.2016 08:13	2252	4917100000307	491601111182	
6341	V	01.06.2016 06:34	1350	4917100000319	4917100000088	
6342	D	06.03.2016 00:36	46	4917100000317		3663394
6343	V	28.04.2016 23:34	932	4917100000193	491601111151	
6344	S	10.06.2016 03:29		4917100000030	4917100000290	
6345	S	16.06.2016 15:13		4917100000016	4917100000270	
6346	S	18.04.2016 09:57		4917100000331	4917100000320	
6347	V	09.03.2016 13:39	3627	4917100000106	491601111119	
6348	S	13.06.2016 15:44		4917100000049	4917100000289	
6349	D	05.04.2016 00:40	1130	4917100000137		111474500
6350	S	27.04.2016 00:52		4917100000326	4917100000210	
6351	D	21.04.2016 07:00	336	4917100000154		183120
6352	S	28.05.2016 00:50		4917100000345	4917100000335	
6353	S	01.04.2016 04:32		4917100000019	4917100000316	
6354	V	27.04.2016 22:14	51	4917100000346	4917100000110	
6355	S	12.04.2016 18:12		4917100000209	4917100000333	
6356	D	06.05.2016 08:36	95	4917100000103		7345020
6357	S	10.05.2016 20:14		4917100000206	4917100000086	
6358	V	05.05.2016 23:01	2571	4917100000053	491601111121	
6359	V	28.06.2016 21:06	2351	4917100000252	4917100000281	
6360	V	05.05.2016 01:39	745	4917100000147	4917100000310	
6361	S	27.06.2016 18:16		4917100000012	4917100000196	
6362	S	27.06.2016 05:22		4917099999994	4917099999996	
6363	V	14.06.2016 23:38	115	4917100000163	499311204	
6364	S	05.02.2016 22:35		4917100000320	4917100000312	
6365	V	03.06.2016 17:26	2274	4917100000136	4917100000302	
6366	V	05.06.2016 16:50	513	4917100000293	491601111157	
6367	V	11.06.2016 21:42	113	4917100000264	491601111198	
6368	V	15.05.2016 23:07	2197	4917100000232	491601111115	
6369	S	11.02.2016 15:11		4917100000090	4917100000103	
6370	S	14.06.2016 13:31		4917100000357	4917100000250	
6371	V	01.04.2016 18:12	1471	4917100000141	4917100000360	
6372	S	13.05.2016 09:50		4917100000207	4917100000096	
6373	S	25.05.2016 13:16		4917100000121	4917100000347	
6374	V	24.06.2016 16:09	480	4917100000139	4917100000319	
6375	S	11.05.2016 10:31		4917100000248	4917100000329	
6376	D	26.06.2016 12:37	98	4917100000309		6550222
6377	D	26.06.2016 06:03	2230	4917100000082		197446430
6378	D	09.06.2016 08:08	1394	4917100000085		105134086
6379	V	23.05.2016 20:50	95	4917100000026	4917100000017	
6380	D	07.05.2016 03:06	14	4917100000388		701974
6381	S	13.06.2016 12:16		4917100000348	4917100000080	
6382	D	23.05.2016 14:12	81	4917100000311		7140069
6383	S	08.06.2016 12:41		4917100000091	4917100000250	
6384	S	01.05.2016 06:00		4917100000219	4917100000200	
6385	V	28.05.2016 14:49	3594	4917100000205	4917100000043	
6386	S	10.06.2016 20:56		4917100000082	4917100000233	
6387	D	15.02.2016 21:59	264	4917100000381		1399992
6388	D	20.06.2016 05:48	243	4917100000143		7939539
6389	D	14.04.2016 02:40	138	4917100000259		5823876
6390	S	29.05.2016 02:48		4917100000287	4917100000306	
6391	V	01.06.2016 20:03	22	4917100000072	4917100000184	
6392	S	21.06.2016 23:25		4917100000306	4917100000350	
6393	S	28.06.2016 10:35		4917100000250	4917100000065	
6394	S	11.04.2016 20:30		4917100000044	4917100000086	
6395	V	23.05.2016 17:01	168	4917100000157	4917100000271	
6396	V	19.02.2016 09:20	46	4917100000078	499311190	
6397	D	03.06.2016 05:32	57	4917100000362		2122167
6398	V	06.03.2016 18:20	3165	4917100000242	4917100000351	
6399	V	07.06.2016 07:58	38	4917100000138	4917100000013	
6400	D	08.06.2016 06:35	1449	4917100000292		123192531
6401	D	19.06.2016 18:36	55	4917100000356		1696090
6402	D	12.06.2016 02:05	101	4917100000048		6148577
6403	S	07.06.2016 06:51		4917100000300	4917099999997	
6404	D	14.02.2016 18:53	109	4917100000088		10744566
6405	S	16.04.2016 01:54		4917100000278	4917100000048	
6406	D	01.06.2016 10:44	63	4917100000011		3355758
6407	V	19.06.2016 21:46	372	4917100000099	4917100000360	
6408	V	13.03.2016 20:04	3198	4917100000383	4917100000040	
6409	S	10.06.2016 15:06		4917100000361	4917100000107	
6410	V	11.04.2016 07:47	486	4917100000265	499311271	
6411	V	28.06.2016 16:54	3000	4917100000287	4917100000361	
6412	D	20.03.2016 05:58	106	4917100000271		6798840
6413	V	13.06.2016 17:42	207	4917100000253	4917100000323	
6414	S	18.06.2016 19:49		4917100000036	4917100000198	
6415	D	16.05.2016 01:05	73	4917100000355		6949016
6416	S	04.05.2016 22:22		4917100000005	4917100000290	
6417	S	07.06.2016 05:06		4917100000315	4917100000299	
